"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Captain Marvel","logancrane-71337","15 February 2021","This movie doesn't deserve the hate it gets. It's a good film, and a good one to come out before her appearance in Endgame. The acting was decent, I can't say it was bad, because it wasn't. Samuel L. Jackson is amazing as always, as is Ben Mendelsohn, 2 of my favourite actors. This film is good. Don't listen to the critics saying it's terrible","
            7/10
            "
"Captain Marvel","Leofwine_draca","24 February 2020","CAPTAIN MARVEL is the latest Marvel comics offering and the follow-up to AVENGERS: INFINITY WAR; inevitably it's a big step down from the success of that movie. This one goes down a much more predictable route, and it suffers hugely from having a main character who simply isn't very interesting; like Superman, her immortality and strength make her rather boring to see on screen. The film also suffers from having an unimposing villain, a crucial climactic scene openly copying RAIDERS OF THE LOST ARK, and generic action. On the plus side: there's a nice supporting turn from a funny and de-aged Samuel L. Jackson; the material on Earth is gently amusing, riffing on the buddy-buddy genre; there's a solid and major plot twist halfway through that really works; and Brie Larson is a decent actress. But they really need to think of something more involved next time instead of this generic amnesic hero stuff.","
            6/10
            "
"Captain Marvel","morrison-dylan-fan","22 March 2019","Travelling to Birmingham to get Easter presents for friends and family,I decided that whilst in the city I would go catch a film. Visiting the oldest working cinema in the UK (The Electric) I found a flick with a run time that would give me just enough time to catch the train home,so I get set to see the new captain of the MCU.View on the film:Whilst facially de-aged with seamless CGI,Samuel (yel)L. Jackson swaggers with a coolness that has not aged one bit, with Jackson hitting Fury's comedic punch-lines with a smooth as silk ease. The first woman superhero in the Disney Marvel films to have her own solo movie, Brie Larson brings out the heroic in Marvel's passion to save the Skrulls, but fails to fly to a super height in the comedic,and establishment of her own origins,as Larson delivers punch lines with a stilted awkwardness which allows Jackson (who has worked with Larson three times) to outshine her in the jokes, and Larson also keeps a cold distance from giving Marvel the enthusiasm other superheros have when using their powers.Designed as a origin for Captain Marvel, the writers visibly show more interest in the side characters than they do in lead, with the plight of the Skrulls bringing a heart and urgency to the mission, which drifts away in the mid-section that focuses on Marvel's dry beginnings. Dipping into the Dr Strange-style fantastical with a striking sequence of Marvel fighting her inner turmoil, co-directors Anna Boden and Ryan Fleck are joined by cinematographer Ben Davis in largely skipping over the enticing fantastical (save for a cute cat) to deliver slick Marvel Comics action set-pieces and Star Wars-inspired space ship races, wrapped in a catchy 90's soundtrack leaving No Doubt on Captain Marvel's powers.","
            5/10
            "
"Captain Marvel","tommyhoakes","9 March 2019","When we went to see this movie I saw the rating and was genuinely worried. (At the time it was 6.6). But the film turned out to be great! It was funny, it had a good storyline and the characters were awesome - especially Goose. Ignore the bad reviews, GO AND SEE THIS MOVIE!","
            7/10
            "
"Captain Marvel","eberkerbatur","25 October 2019","I've read a few bad reviews before watching captain marvel and got into the movie thinking it was too bad but actually I think it was very successful
a bit bad in other marvel movies, but it was still a movie that locked the audience on the screen and I think the subject is much better than the other marvel movies I would say above average for this movie.
It was just bad that captain marvel was so strong and couldn't show this power literally,but I guess this movie is probably the sequel marvel was just a single film project although the film makes a good money","
            7/10
            "
"Captain Marvel","panagiotis1993","4 April 2023","Live Reaction / Review for Captain Marvel (2019): I've been avoiding watching this movie for many years because I was sure its bad, but today I will watch it and decide if it is actually decent or not, I hope it is. I don't know anything about the character so this is all new for me. If I understand correctly she is not exactly (fully) human but Kree. The Kree have an enemy race called ''Skrulls'', ok that's an interesting concept already. The Kree seem to be like very very technologically advanced compared to humans. The Skrulls are shapeshifters which sucks if you are their enemy. Imagine having an enemy who could look like anything they want. I read that this movie takes place in 1995? So that makes it one of the ''oldest'' MCU movies I think. That's a nice change. So by accident Carol ends up on earth, I like that. Samuel Jackson looks so young, nice vfx. The first half hour is very decent. Oh boy this movie just reminded me how old computers were, huge and very slow. I like her suit, its a simple design but works.Bruh, she stole this dudes bike? Damn hahaha. I like the Carol/Fury team up I got to admit, i think they have good chemistry as a team. Ok the first hour is good but it got a bit slow, the pacing, still good though. I don't know how much sense it makes but the way she got her powers looks really cool. Wait so the Skrulls are not the evil ones after all? This just got a bit more intereresting. In the avengers movie Carol seems to be a cold, emotionless almost person. But in this movie that's not the case, she is friendly, likeable and has also some decent jokes and sense of humor. Her updated costume looks cooler than the previous one. The cat is so cute. Calling the cat Flerken and thinking its a threat is kinda funny, whats up with that? What the hell is wrong with this cat? Is it actually a monster? So the Kree (or some of them) were the villains after all. I like how it connects to the Avengers movies in the post-credit scene. Ok, this movie while it's not a masterpiece, its very decent. Decent plot, cinematography, some good jokes, no cringe moments, good performances, pacing and action.A fun movie overall and worth watching. I think it gets much more hate than it deserves. Definitely better than Doctor Strange in the Multiverse of Madness and Thor: Love and Thunder. My rating is 7.5/10.","
            7/10
            "
"Captain Marvel","Shiryu05","3 July 2020","Captain Marvel is in a ""league"" of her own. That's all I can say 🤙🏼","
            9/10
            "
"Captain Marvel","phd_travel","9 March 2019","The screenplay is convoluted and confusing. The beginning feels like you walked into a movie half way. When things start to get explained it's too late. The humor is unfunny and childish. Samuel L Jackson singing and playing with the cat. The story is so confusing and silly - bouncing around between Earth and the space ships and shifting shapes. Then the good guys are the bad guys.Miscast is the word to describe the cast. Brie and Annette are so out of place - they belong in dramas and rom coms not action movies.A black hole in the Marvel Universe.","
            2/10
            "
"Captain Marvel","gangstah_vino","6 March 2019","I don't want to adress the hate, but let's try to forget it for a second and just appreciate the film for what it is: a film. thank you.First of all, the intro of the mcu logo was great. youll see what i mean when you see the film and I appreciate the creators for doing it as they did.Now... first the good stuff:
1. Samuel L. Jackson: He played a more softened Nick Fury, but very much ""agent coulson prior avengers"" like, with a lot of attitude, sarcastic humor and less serious. Also the de-aging is becoming so good, that you wouldnt even be able to notice it even if you really looked. His character was very well done on script and screen.2. Some of the action: The space battle stuff etc. was very well done. the special effects team did an amazing job at this movie. nothing felt or looked fake. kudos!3. Surprise surprise: the story. From the trailers you would not be able to predict this but the story is actually really interesting. The way they introduce her past was very originally done. The way she remembers things through different ways was clever.. very clever even, because it doesnt make her past like an obstacle you first gotta go through.. it added to the story while adding to her character. Also multiple twist and 1 big one that even got me thinking for a while.4. Ben Mendelson: really impressive job. very layered surpringsly and stand out in my books. the acting is general was very goodthe bad:1. It misses spectacle... and a standout moment. in thor 3 for example; you had the intro scene, and the end scene which were big standout moments and a manifestation of thor's powers. i feel you didnt get that in this movie.2. Like I said the story was great, the execution a.k.a. the screenplay/script lacked... they had such great storypoints, but they were all done so quickly and those moments lacked emotion. the friendship between carol and her friend didnt feel real. she seemed to have a more genuine relationship with her kid rather than with her and that bothered me a bit, since they seemed all buddy buddy in the past and even during some moments in the film where i was like; ""but you didnt deserve that yet..."" Ben's character had a more emotional impact on me than carol... yikes!! (and i dont mean that in a killmonger-t'challa kind of way)3. some of the action again: some action just wasn't good. there is a moment she is fighting the skrull(the moment she yells at the skrull in the trailer) and that whole fighting sequence was horribly filmed and choreographed... which is weird, because she another scene where she is fighting the skrull in the film and then the action seemed way better filmed.All in all, the film was good. nothing more and nothing less. i missed an emotional attachment to the main character. I felt like i still didnt know her after the film, and i think that's because they tried to give her a certain personality that just didnt fit the film. she was supposed to be a bit arrogant, but i wouldve loved to see more vulnerablity in a woman that is the STRONGEST creature in the world and they made me believe that btw. she come across as amazingly powerfull at one point in the film. believe me! Wonderwoman's vulnerability and her femine side me fall in love with the character and they stripped that away fromm carol, and basically made her less relatable.so that's why i gave it a 7. it's definitely a good time in the theatre and some of the scenes are quite the spectacle and i loved the shock and awe that some scenes provided. especially the way she got her powers(hihihi geeks out). Go see it. it is nowhere near as bad as iron man 2/thor 2, but it doesn't touch civil war, infinity war etc. either, its like rifght in the middle. inbetween those 20+ films.","
            7/10
            "
"Captain Marvel","ghufranalhabshi","12 March 2019","I wasnt gonna watch this movie because of the negative reviews it was getting even before the release, but i said to myself *its a marvel movie,how bad could it be* let me tell you, it was definitely a great movie. maybe not the best one but definitely worth the watch. The plot twists were great, the Message behind it is even better. Samuel L jackson on his own deserves a solid 7, I have no idea why it was getting so much hate. sure , brie larson isnt the perfect fit like rdj is iron man. but she's not horrible either. the movie was 2 hours long and it didnt feel like it, It had Adequate humor and emotions. Lets not forget the post credit scene either. captain marvel is STRONG. period.","
            8/10
            "
