"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Bridge of Spies","subxerogravity","18 October 2015","This movie hit me really strangely.I was expecting a political drama about the cold war, and while indeed it was that, I was not expecting to have so much fun and for Bridge of Spies to be so humorous. The Coen brothers writing a movie Steven Spielberg would direct just sounds like a winning combination and it really was. Sealing the deal, was a great performance by Tom Hanks.Tom Hanks does what he does best, by playing an everyday man in an average life. James Donovan was just an insurance lawyer who gets caught up in the middle of the Cold War. Bridge of Spies, starts him off so normal and then turns his life into quite an adventure.And I do mean adventure. In the hands of Spielberg, the movie's visuals were large and epic. I was expecting this movie to feel more like his last flick, Lincoln. Instead it feels more like Indiana Jones, as James Donovan travels to Berlin at the time when the wall was being completed. Watching Hanks play Donovan who is just swept into an overwhelming situation and just keeps his cool and his charm is just highly enjoyable. Totally loved Bridge of Spies, It's one of the best team ups between Hanks and Spielberg and even though Lincoln was a great movie, Bridge of Spies is everything Spielberg is capable of. So entertaining.","
            9/10
            "
"Bridge of Spies","bob-the-movie-man","29 November 2015","There are combinations of film makers that make you confident, as you pay your ticket price, that you are not going to be terribly disappointed: Steven Spielberg directing; Tom Hanks taking the lead; Janusz Kaminski behind the camera; Michael Kahn editing and a Coen brothers script (with Matt Charmon (Suite Française)). And Bridge of Spies doesn't disappoint, particularly for someone of my more advanced years (I was born the year following the film's climatic events) who remembers well the terror of potential nuclear catastrophe that hung over the world through the 60's and 70's.In a story based on true events, Hanks plays James Donovan (diverging somewhat from reality here) as an insurance lawyer dragged by his firm into defending Rudolf Abel, the accused Soviet spy played exquisitely by British stage acting legend Mark Rylance. Against this backdrop, the international blue touch paper is about to be lit by the shooting down over Russia of Gary Powers (Austin Stowell from ""Whiplash"") in his U-2 spy plane (sorry – ""article""). Donovan becomes instrumental in unofficially negotiating on behalf of the US government the release of Powers in East Berlin. The deal is jeopardized by his boy-scout tendencies to also want to help another US captive Frederic Pryor (Will Rogers).I've read some negative reviews of this film in the papers that made me quite cross, describing it as ""yawnsome"" and ""sanctimoniously dull"". For me, nothing could be further from the truth and the packed Saturday night audience I saw this with seemed equally gripped from beginning to end, silent save for the odd laugh where some appropriate humor is weaved into the story.Tom Hanks is solid and believable as the fish-out-of-water lawyer, albeit that the role is played with a large spoonful of patriotic American sugar as Donovan trumpets about the importance of the constitution over the lynch-mob mentality of the general public. Alan Alda – great to see again on the big screen – channels his best Hawkeye-style exasperation as Donovan's boss, looking for a clean and quick conviction.But it is Mark Rylance – an irregular player in movies, and due to appear again in next year's ""BFG"" – who shines out as the acting star of the film. His salubrious and calm turn as the cornered spy just reeks of class and if he isn't nominated for a Best Supporting Actor nomination for this then there is no justice. (A special 'casting recognition award' to my wife Sue for spotting that the actress playing Judge Byer's wife – Le Clanché du Rand – was Meg Ryan's mother in Sleepless in Seattle 22 years ago!) The cinematography is superb with some gorgeous tracking shots and framed scenes. Most outstanding of all is the scene depicting the traumatic construction of the Berlin wall – long tracking shots in greys and blues delivering a truly breathtaking piece of cinema. In general I'd give a big shout-out to both the art department and the special effects team in making the desolation of East Berlin feel so real. It makes the similar scenes, that I commented positively on in the recent ""Man from U.N.C.L.E."" seem like an amateur school production.The special effects team also contribute in making the shooting down of the U-2 a thrilling piece of cinema.Music is sparingly and effectively used by Thomas Newman, and it can be no greater complement to the composer than that I was wondering until the end titles as to whether it was another Spielberg/ John Williams collaboration or not.A great film, one of my favorites this year. Highly recommended, especially if you are over 50. You should also get out to a cinema to see this one – it will be far more effective on the big screen than the small one.(Please visit http://bob-the-movie-man.com for the graphical version of this review. Thanks.)","
            9/10
            "
"Bridge of Spies","hoxjennifer","18 October 2015","Don't be fooled by the title. Make sure you know what you're getting yourself into when you watch this film. Bridge of Spies is literally about the Cold War Bridge of Spies, where Soviet/US spies were exchanged through negotiations. This is nothing like ""The Americans"" (FX TV drama - for some high unrealistic and over-sexualized espionage action - redirect here) and the most action-packed scene you will see is Francis Gary Powers getting shot out of his U2 plane during his mission. Bridge of Spies is really a historical/legal drama. And based on my preliminary research, they seem to be getting most of their facts right. Obviously a little bit embellished for Hollywood's sake, Bridge of Spies does a fine job as a historical docudrama. There is a lot of talking, but it's meaningful talking. At times, the film can be a little slow {opening scene, especially}, but give it a chance and you might enjoy it. History buffs like myself will definitely enjoy it. But thrill-seekers, you're better off to see the new James Bond movie instead.","
            8/10
            "
"Bridge of Spies","MrDHWong","28 October 2015","Bridge Of Spies is a historical drama film starring Tom Hanks, co-written by the Coen brothers, and directed by Steven Spielberg. Even though its subject matter of the Cold War is something I know very little about, I thoroughly enjoyed it and I am now more interested than ever to learn more about it. I rank it among the best of Spielberg's most recent movies.In 1957, tensions between the United States and the Soviet Union during the Cold War are at their peak. Spies from both the American CIA and Soviet KGB are a major threat to the security of both world powers and each side often resorts to hasty measures to stop any classified information from being leaked. In Brooklyn, New York, Rudolf Abel is arrested under the suspicion of being a spy. James B. Donovan (Tom Hanks) is assigned as Abel's defence lawyer. However the idea of defending a potential Soviet spy proves to be an unpopular and difficult task for Donovan. Meanwhile, over in the Soviet Union, an American spy plane pilot Francis Gary Powers is shot down and captured by the KGB. As a means to ease tension between the two warring countries, Donovan proposes a swap between the two prisoners of war, Abel for Powers.Despite containing barely any action scenes and being almost entirely made up of talking, the film never feels boring or slow paced. This is most likely due to the Coen brothers' clever screenplay and Steven Spielberg's creative direction. There were many suspenseful moments where it felt like the prisoner negotiations would go horribly wrong and that kept me on the edge of my seat. Tom Hanks also gives another memorable performance as James B. Donovan, once again proving his versatility as an actor.I rate it 8.5/10.","
            9/10
            "
"Bridge of Spies","Movie_Muse_Reviews","27 February 2016","Following ""War Horse"" and ""Lincoln,"" ""Bridge of Spies"" rounds out Steven Spielberg's trilogy of histories in the 2010s, each film earning a Best Picture nomination for being a superb piece of craft — and having Spielberg's name attached.None of these are bad, but they are extremely traditional films evoking the prestige dramas of the '90s and not necessarily offering anything new. As such, ""Bridge of Spies"" doesn't shed new light on Cold War history, but it does tell a small story with of inspirational characters with a lot of heart.Tom Hanks stars as James Donovan, an insurance attorney asked to represent a recently detained Soviet spy named Rudolf Abel (Mark Rylance). A proud Constitutionalist of sorts, Donovan decides it's his honor and duty to give one of America's most hated men his right to a defense. Then, when a U.S. pilot is captured in Soviet territory, the CIA recruits Donovan to negotiate a swap. ""Bridge of Spies"" echoes ""Lincoln"" in its portrayal of a morally tenacious man who stood firm in the face of opposition. Putting an actor as likable Hanks in the role of someone as upstanding and charming as Donovan is almost unfair. The script, treated by Mark Charman and also the Coen brothers, builds clever scenes for Hanks to navigate through with total ease. The story doesn't push or challenge the veteran, but it does frame everything that's happening with the appropriate weight, enough so that we can connect with everything Donovan is going through and respect the decisions he makes and Hanks helps communicate those stakes. The Cold War was an ugly time; it might seem that what Donovan did and how he approached his responsibilities was a moral no-brainer, but it was actually quite complicated and extremely unpopular.Rylance as well is a an excellent stroke of casting genius. More known for his stage work, the veteran creates a portrait of a man so self-assured it's frightening. It's the kind of nuanced supporting role that is easy to overlook when most award-winning supporting turns are flashy scene-stealers.Spielberg and longtime director of photography Janusz Kaminski give ""Bridge of Spies"" such richness. This is a film driven by plot and acting, but the picture is pristine. In particular, the way they capture East Berlin during the negotiations scenes is feels haunting in a way few films taking place in that similar time and place have. Also, the visual symbolism of reflections and different perspectives is something Spielberg plays with subtly but enough so to put some artistic flourishes on his film. Most importantly, the climactic bridge sequence works on every level, and that alone proves Spielberg, cast and crew all did their job.When Spielberg is done directing, ""Bridge of Spies"" will probably not make anyone's list of his top films, but it shows that just about any corner of history can make for an excellent film in capable hands.~Steven CThanks for reading! Visit Movie Muse Reviews for more","
            8/10
            "
"Bridge of Spies","JohnDeSando","19 October 2015","""Everyone deserves a defense. Everyone matters."" James B. Donovan (Tom Hanks)In Bridge of Spies, Steven Spielberg once again masterfully goes to the historical drama with a righteous man's theme (think Schindler and Lincoln for starters). This time lawyer James B. Donovan is asked to defend an accused Soviet spy, Rudolf Able (Mark Rylance, superb), in order to show the world the American justice system is democratic. The story is ""inspired by true events"" with the outline of the exchange of Able for U-2 downed pilot Gary Powers historically accurate. As usual, Spielberg recreates the times with the atmosphere, cars, and film noir aspect of a spy thriller in the figurative and literal Cold War. He said, ""I always wanted to tell the stories that really interested me in my personal life—which are stories about things that actually happened.""Hanks is central to Spielberg's vision of the lone hero defying the odds and supporting the highest ideals of the American Constitution and the individually virtuous man. Never does Hanks overplay the good-guy card; he's just very adept at playing an everyman not always right but always righteous. The dialogue is crisp, a no fooling around typical of Spielberg and Hanks but a charming bad guy as well: James Donovan: ""Aren't you worried?"" Rudolf Abel: ""Would it help?"" As producer Kristie Macosko Krieger commented about Spielberg, ""He's got a childlike sense of wonder. He never gets tired of hearing stories . . . . "" Bridge of Spies is vintage Spielberg with a Lincoln-like atmosphere, righteous hero, and intriguing multi-plot, an entertaining spy story brimming with humanity. As the director says, ""This is more about very smart people in conversation with each other, and the sword of Damocles hanging over their heads is that, if they make the wrong decisions, it's the end of the world.""","
            9/10
            "
"Bridge of Spies","Quinoa1984","8 October 2015","One of the surprising things about Bridge of Spies is not really that Steven Spielberg directed this story, which tracks the trial and then trade of a Russian spy in 1957 (an exchange for an American pilot, and someone else who I'll get to shortly). It's the kind of material that would attract Spielberg, especially with the hero of the story, Jim Donovan (Tom Hanks), who comes into a situation he shouldn't be involved with but not only can pull off talking and reasoning with people and finding the better side of a situation or person's nature. What's surprising in a way is the involvement of the Coen brothers with the script.It's hard to say if Matt Charman was the primary writer (someone I'm not familiar with, not least on the level of his co-writers) and if the brothers came in on a polish. But watching the movie, it does make more sense - certainly more than Unbroken, which barely has their touch - since it carries a lot of dry wit in the exchanges between characters, in particular the opposing attitudes of people in this 'period' setting. Hanks' Donovan is a straight-shooting guy who believes in the constitution of the United States and wants to do right, legally speaking, by his client Rudolf (Mark Rylance in a fine, subtle supporting role), and doesn't really care per-say what he's done or didn't do. This doesn't fly well in a society that is overrun with Red-Scare fever and end up doing the worst of things when in total fear of things (i.e. the A-bomb, which gets a kind of cameo in the film in a way that Spielberg I'm sure has a personal connection with, being a child of the 50's, but I digress).The Coens I think brought a sense of realism to things, but also stylization; the way characters talk at times there's a lot of things where people try to figure the other person out, which is fascinating to watch. When Donovan arrives at the first part of the mission he's given in the second part of the film, to do this exchange of the Russian for an American pilot caught by the enemy, he goes to the Russians and doesn't talk to the lawyer (who he thought to talk to) but some other official. Spielberg covers this expertly, going in on Hanks and the other actor at just the right moments to emphasize things getting tenser - another young American, a student caught up in the mix of things (it IS East Berlin, after all) - but the script dictates a lot of the momentum here. And at the same time the Coens aren't necessarily making it 'Coens-y', in a manner of speaking; they serve their filmmaker extremely well, giving a light air to a good number of scenes in a way that keeps the tension and suspense in a good balance.In a way it's interesting to get this so soon after The Martian, also in theaters: two films about perilous situations and men caught in a struggle to survive, and two stories that benefit from some levity. Between the two though, Bridge of Spies is the more serious affair, and certainly Spielberg has a lot thematically on his plate. The story takes place during the Cold War time, but it's really a war-war (so to speak, sorry, couldn't find another way to put it), only with terse words and missions via the CIA instead of men on a battlefield. At the same time I feel like the message can, and probably will, resonate today; Spielberg knows that we're in times where it can be dubious whether people are put on trial and given proper legal counsel if they're suspected 'others' or combatants, and if they get the counsel who knows how the trial will go.Bridge of Spies may have Hanks being, shall we say, Jimmy Stewart-like (I know other critics will or have), and is the guy the audience likes - his endearing characteristic in the second half, of all things, is a cold. But it's because Spielberg embraces this, as does Hanks in playing him, that he's a man who will stop at nothing to get done what needs to be done for a man's freedom and security (or how he sees it, so down the line, despite whatever happens in prison walls with glaring lights and big questions about this or that for information). Perhaps with a tougher kind of actor this wouldn't work, like I could never picture, say, Bruce Willis in this role. Hanks comes in and is unequivocal in his earnest desire for justice (""Everyone deserves a defense, every life matters"" echoes another Spielberg motto in Schindler's List), and it's refreshing in a way to see this in a movie right now.Two little issues: the film's ending is a little long, with a coda that feels like it stretches just a little longer than it should, albeit for a visual callback that does add a bittersweet tinge that is welcome and interesting; and the lack of a John Williams score (the first for Spielberg in 30 years) is startling. Thomas Newman isn't bad at his work, but it's unremarkable, and doesn't give certain scenes that do need a little extra punch or kick that 'Spielberg' type of music. It's hard to describe it, but I feel it when I do, especially during the climax.Aside from those small points, this is near-classic work by this director, with a star in top form who is wholly convincing. It's also a wholesome movie in that old-time Hollywood sense, but not in a way that should date it any time soon; it takes a stand for what should be held accountable for those accused, and that, really, having a good insurance policy is maybe the only policy that's logical.","
            8/10
            "
"Bridge of Spies","claudio_carvalho","11 April 2016","In 1957, during the Cold War, the insurance lawyer James B. Donovan (Tom Hanks) is assigned by the Bar association to defend in court the Soviet spy Rudolf Abel (Mark Rylance), who was captured by the FBI. Donovan is successful and Rudolf is sentenced to life imprisonment instead of death penalty. Meanwhile the American pilot and spy Francis Gary Powers (Austin Stowell) is arrested by the Soviet government while taking photos from a spy plane that crashed. The CIA summons Donovan to help in the negotiation to exchange the two spies. When Donovan learns that the American student Frederic Pryor (Will Rogers) was arrested in the border of East Berlin while trying to bring his German girlfriend to the West Berlin, he decides to include the student in the negotiation. However his proposal is not supported by the CIA that is interested in Powers only. Further, Powers is prisoner of the soviet government and Pryor is prisoner of the GDR (German Democratic Republic). Will Donovan succeed in his intent?""Bridge of Spies"" is a great spy thriller based on a true story in the period of the Cold War. The plot is engaging and the cinematography, costume design and art direction are amazing. It is unnecessary to comment the direction of Steven Spielberg and the performance of Tom Hanks, perfect as usual, but it is impressive the capacity of negotiation of James B. Donovan. This American lawyer is shown as an impressive negotiator, having cold blood to make tough decisions. The credits informs that Donovan has been also successful negotiating later in Cuba the release of prisoners. My vote is eight.Title (Brazil): ""Ponte dos Espiões"" (""Bridge of Spies"")","
            8/10
            "
"Bridge of Spies","erkucz00","9 April 2016","Bridge of spies is not your typical movie, it almost seems like it would be boring, except it isn't. This film is like a tree that you drive by on your way to work. Nothing special, quite ordinary; and then one day you see it from a different angle, and the way the dew glistening off of its leaves catches the sunlight, just takes your breath away. As I mentioned before, bridge of spies is different, it doesn't have a particularly memorable score, or poetic dialogue, every character is portrayed as a ""regular guy/gal"". The credit must go to the Coen brothers here. The actors lines, particularly the exchanges between Hanks' and Rylance's characters are stirring in their simplicity. The story unfolds similarly, everything sort of just happens, and at the end, it all fits together perfectly.Nobody knows, what makes Spielberg so great, is it his groundbreaking camera work? or perhaps his implementation of cutting edge visual effects? In my humble opinion it is his enigmatic ability to take what would likely be dull and uninteresting in the hands of any other director, and turn it into a thing of wonder. This movie plays out naturally, with moments of subtle heroism, and true human emotion, it is so very downplayed, that one simply cannot pull their eyes away. Bridge of Spies is truly an Organic Wonder.","
            5/10
            "
"Bridge of Spies","Turfseer","3 November 2015","What motivated Steven Spielberg to go ahead and take on a project such as ""Bridge of Spies?"" I've read that it was simply his nostalgia for the Cold War era, firmly ensconced in his childhood memories. Unfortunately, the vehicle to tell that story—the combined tale of the capture and trial of Soviet spy Rudolph Abel and swap for the downed US pilot Gary Powers on Russian soil—packs little punch due to its obvious lack of suspense.The ""Bridge of Spies"" narrative can be easily summarized in a short paragraph: the US government unofficially conscripts insurance lawyer James Donovan to defend Soviet spy Abel after he's captured by the Feds in Brooklyn. The trial is a foregone conclusion but Donovan convinces the judge to sentence Abel to prison instead of death since he could be used in a prisoner exchange in the future. Sure enough, after Gary Powers is shot down in his U2 spy plane, Donovan is again called upon to negotiate a prisoner swap with the Russians. A wrench is thrown into the negotiations when a US graduate student is arrested as a spy by the East Germans. Donovan deftly negotiates the swap of Abel for both Powers and the American student, and the exchange is facilitated with little incident.As historical incidents related to the Cold War go, the Abel-Powers narrative is hardly one of high drama. A major problem is that Donovan has no single, strong antagonist to play off of. The negotiations with his Soviet counterpart, a KGB agent masquerading as a diplomat, are a forgone conclusion. We know of course that the spy swap will be successful, so where is the suspense? The ""heart-pounding"" moment is hardly heart pounding at all—as Abel and Powers are about to exchange places, there is a slight delay before the East Germans deliver the American student to complete their part of the bargain.Yes of course I understand that Donovan dramatically threatened the East Germans, as they could have been blamed by the Russians for sabotaging the spy swap. But their decision was really a forgone conclusion too, as the East Germans were always under the yoke of the Russians, and were in no position to act independently (balking at giving up the student of course was their way of ""saving face"").With all this lack of suspense, it was incumbent upon Mr. Spielberg's screenwriters (including ""luminaries"" Joel and Ethan Coen) to manufacture a series of fictional events to spice up a ""thriller"" that hardly thrills at all! Here a few examples: spectators at Abel's sentencing did not loudly object to the no death penalty sentence; Donovan and family were not victims of a drive-by shooting; Donovan's coat was not stolen by a gang in East Berlin (in reality, Donovan merely observed a gang nearby) and Donovan never personally observed people being killed as they attempted to climb over the Berlin Wall.Spielberg's attempt to recreate the era is rife with numerous gaffes. Early on Donovan is seen riding in a in a NYC R-32 subway car that first went into service in 1964 (the scene is set in 1961). That wouldn't be so bad except for the fact that the interior of the car appears to be from the 70s and beyond, and not 1961. The gaffes, which include anachronisms, character error, continuity, errors in geography, factual errors, plot holes, revealing mistakes and miscellaneous errors are all detailed under the Bridge of Spies ""Goofs"" section on IMDb.""Bridge of Spies"" is not a complete loss as the film features some excellent acting by Tom Hanks as Donovan and Mark Rylance as the Soviet spy Abel. With its 40 million dollar budget and decided lack of suspense, I wonder why the film was made in the first place. It of course gives Spielberg an opportunity to peddle a rather simplistic and obvious message: there were some bad people on the other side of the Iron Curtain (faceless soldiers shooting people trying to escape over the Berlin War) but also individuals such as master spy Abel, who end up displaying unexpected glimpses of humanity.","
            8/10
            "
